currentDataSet	currentTime	freeRadicalsFactor	tourneySize	initialTemp	minTemp	minDepth	minInitialWidth	maxInitialWidth	earlyLeafProb	constProb	maxAvgForResult	popSize	maxGen	initCp	stepCp	initMp	stepMp	eval	duration	foo
exp,csv	1	0,15	3	100	1	5	2	10	400	400	10000	100	50	800	10	300	10	694774485501321000000000000000000000	2 hours, 27 minutes, 10,281 seconds	-0,997355251442257 * MIN(PRODUCT(ABS(SUBTRACT(x, 1,9636899042696843E-5, -10,837484932978448)), LN(SUBTRACT(x, -0,4157038113419882)), x, x, DIV(PRODUCT(-1,4782893643537576, -0,003550080579265093, -0,02401383264993313, -1305,2886705695128, x, x, 6,394208719163359, 2744,5587873037107, 1071,592143787451), TANH(-0,008790625392668193))), -0,08629121379286164, x, 0,3713025275159815, SUBTRACT(PRODUCT(ABS(SUBTRACT(x, -0,0076953857996596205, 2,794787574395834)), LN(SUBTRACT(x, -0,0062189073637603474)), x, x, DIV(PRODUCT(-0,10023902160292675, 0,006688192469961041, -2,0663451959727173, -5583,506099468283, x, x, 78,8484053418308, 7314,154260004176, 91,70518252856345), TANH(-0,002313869039906753))), 0,0010216478576622408, x, 3,1973661528423127E-4, PRODUCT(ABS(SUBTRACT(x, 2,035993240755322E-6, -51,33596776738477)), LN(SUBTRACT(x, -0,34552175912369654)), x, x, DIV(PRODUCT(4,008721340562309, 0,019386721615149472, -0,06656131707062202, -371,9887959837829, x, x, -6,058281949728981, -36,91916297537933, -1026,1923967047421), TANH(0,028914471220376135))), TANH(PRODUCT(LESS_THAN(x, x), MIN(370,9613161481152, x, x, -940,9960922799435, x, x, -0,011532525423249075), 19,186894905485477, SQRT(x), SIGN(x), -30,572392755964163, 0,005065188108740195, ABS(-3,9166005563875256E-4))), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(-7,6716364881524495, x, x, x, x, x, x, x, x), x, 97,35564824013119, LESS_THAN(x, x)), SUBTRACT(-3,400445499825892, SUBTRACT(x, x, x, x, 1,3939998726904744E-7), -3148440,7867741566, x), MAX(EXP(x), SUM(x, 4,927965169024045E-4)), SUM(ABS(x), COS(x), MAX(x, -1,0938505193736783E-4, x, x, x, x, x, x)), SUBTRACT(SIGN(7,050761416829522), -0,1140006696554101, x, LN(0,004830322742855036)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), -0,00858906932179341, 4,502133338100219E-9, x, SQRT(-35,26208096859992), ABS(x), x, EXP(-1252,0691311270236), COS(-1,1036184663287753E-4))), x), MIN(PRODUCT(ABS(SUBTRACT(x, -0,0018217308924128699, 3,301358899641863)), LN(SUBTRACT(x, -0,8474991937226825)), x, x, DIV(PRODUCT(-4,718130982991998, 0,11557248877081516, -0,2464139585806739, -5793,967642961695, x, x, 19,68814811765858, 3739,8606548785447, 396,0966385728), TANH(-0,016564695660435808))), -0,08629121379286164, x, 0,08535353882894048, SUBTRACT(PRODUCT(ABS(SUBTRACT(x, -0,0018078930104112748, 56,67571557886663)), LN(SUBTRACT(x, -7,582642272322636E-4)), x, x, DIV(PRODUCT(-6,876967376958879, 0,009373982120846542, -0,2147599618109608, -2102,7288655569887, x, x, 8,333490490314365, 473,8982808345445, 1497,9058452228435), TANH(-0,005221634199945217))), 3,4701974949384183E-4, x, -4,399467778108131E-5, PRODUCT(ABS(SUBTRACT(x, -1,1468428574369328E-5, -879,9111107587637)), LN(SUBTRACT(x, 0,49262348890720087)), x, x, DIV(PRODUCT(0,3508860117716841, 0,026978211640992712, -0,16671709903430382, -604,6104709394554, x, x, -6,058281949728981, 1086,7677247645324, -805,5760684600286), TANH(0,009576269709401272))), TANH(PRODUCT(LESS_THAN(x, x), MIN(-22,073249067485904, x, x, -68,53955407968942, x, x, 0,005613833198625201), -2,8193326134273926, SQRT(x), SIGN(x), 0,5432661484941632, 0,07660407277506504, ABS(5,429519389295798E-4))), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(1,1897315491489673, x, x, x, x, x, x, x, x), x, 61,706013862575674, LESS_THAN(x, x)), SUBTRACT(113,25246866796329, SUBTRACT(x, x, x, x, -5,104811975088251E-8), 1078871,9990511714, x), MAX(EXP(x), SUM(x, -8,799191887833145E-5)), SUM(ABS(x), COS(x), MAX(x, 0,0033242103153105556, x, x, x, x, x, x)), SUBTRACT(SIGN(-1,822662336342188), 0,025497671702241556, x, LN(0,001775733447935567)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), 0,45897140755199317, -9,506270348592387E-9, x, SQRT(-4,882474313236415), ABS(x), x, EXP(435,52891987608274), COS(7,174333427402619E-5))), x), SUBTRACT(PRODUCT(ABS(SUBTRACT(x, 0,012485416924261264, 1366,9533906628167)), LN(SUBTRACT(x, -0,6473873274899757)), x, x, DIV(PRODUCT(5,076988205287381, 0,021688927137608862, 0,12639703680275122, -433,8427656457661, x, x, 30,707609518795742, -352,7824116569819, -2495,5680891517004), TANH(-0,009757789007343014))), -0,008164921338387199, x, 0,014165240109348234, SUBTRACT(PRODUCT(ABS(SUBTRACT(x, 0,0021773137197662927, -40,269621441275845)), LN(SUBTRACT(x, 0,0027909931414247524)), x, x, DIV(PRODUCT(-0,6819996994526925, 0,006069388358815439, -0,22516704412530192, -5855,022756581376, x, x, 42,667032420882784, 7367,228840441385, 9065,29746933595), TANH(0,0010515333284253177))), -4,676904007032065E-4, x, 0,02593231174892214, PRODUCT(ABS(SUBTRACT(x, -2,667319754498168E-7, -1362,9718234605498)), LN(SUBTRACT(x, 0,4055830633053602)), x, x, DIV(PRODUCT(0,21860963931059452, -0,0021289824276741996, -0,6884290450405404, -604,6104709394554, x, x, 7,273562773500981, -5894,717574824812, -10,781929348931655), TANH(0,00806372942584433))), TANH(PRODUCT(LESS_THAN(x, x), MIN(345,1592619497753, x, x, -336,3468948712403, x, x, -0,010025901941974145), 0,40901391511330004, SQRT(x), SIGN(x), -3,0654695216106305, -0,2257297301597569, ABS(-0,012341875738627408))), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(53,24632321644955, x, x, x, x, x, x, x, x), x, -8,28809991831082, LESS_THAN(x, x)), SUBTRACT(-189,23638986073078, SUBTRACT(x, x, x, x, -1,1408332817172869E-5), 24008,53912019541, x), MAX(EXP(x), SUM(x, -6,769906723151886E-5)), SUM(ABS(x), COS(x), MAX(x, -4,3638289675698154E-5, x, x, x, x, x, x)), SUBTRACT(SIGN(-0,1869312981801292), 0,2046934226265575, x, LN(0,014130708100751227)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), 0,06263253216920234, 3,097060180171356E-8, x, SQRT(1,2433061934699197), ABS(x), x, EXP(-41,881303169800944), COS(-1,1357975353578782))), x), TANH(ABS(SUBTRACT(x, -2,7172730444142865E-5, -11,398784488661043))), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(-73,60912581830797, x, x, x, x, x, x, x, x), x, -77,81673287055558, LESS_THAN(x, x)), SUBTRACT(-130,91081506052126, SUBTRACT(x, x, x, x, -2,172394902807573E-6), -238232,33600816687, x), MAX(EXP(x), SUM(x, -2,1176527615297396E-4)), SUM(ABS(x), COS(x), MAX(x, 0,00579355043990586, x, x, x, x, x, x)), SUBTRACT(SIGN(5,0224180157470375), 6,759980668459842E-4, x, LN(-0,003534349412218543)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), 12,092122140873293, 2,4408316105582945E-8, x, SQRT(0,15133904937256348), ABS(x), x, EXP(13,085352108356275), COS(-0,11231432447507878))), x), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(-3,1791062697349446, x, x, x, x, x, x, x, x), x, 0,07303108595167851, LESS_THAN(x, x)), SUBTRACT(55,59435040786998, SUBTRACT(x, x, x, x, -1,3989980695333522E-7), 3957,727207343087, x), MAX(EXP(x), SUM(x, -1,8859319307256624E-5)), SUM(ABS(x), COS(x), MAX(x, 0,025295946987367063, x, x, x, x, x, x)), SUBTRACT(SIGN(4,627301385483754E-4), -0,004872428167526148, x, LN(3,3773894752815696)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), 1,1295947618956892, 9,229346186690234E-4, x, SQRT(0,003471421195291754), ABS(x), x, EXP(0,6924344509593625), COS(0,08207685711721421))), x), x, MAX(x, x, PRODUCT(SIN(x), x, x, MAX(310,4805785063644, x, x, x, x, x, x, x, x), x, -8,270591771967037, LESS_THAN(x, x)), SUBTRACT(-3,1393780177455994, SUBTRACT(x, x, x, x, 4,5850449041658263E-7), 119251,22475890897, x), MAX(EXP(x), SUM(x, 2,7014343395676893E-5)), SUM(ABS(x), COS(x), MAX(x, 0,0013680976580161411, x, x, x, x, x, x)), SUBTRACT(SIGN(-2,497834984157184E-4), -0,08874357827891081, x, LN(7,0587086707554905)), SUBTRACT(PRODUCT(x, x, x, x, x, x, x), 0,5344424687782328, 9,229346186690234E-4, x, SQRT(-0,014803035885641858), ABS(x), x, EXP(-0,0206135403319826), COS(-0,09263569931574778))), x)
exp,csv	0	0,15	3	500	10	3	2	10	400	400	10000	100	50	800	10	300	10	1273545519488230000000000000000000000	11 minutes, 15,897 seconds	0,9979659215594343 * ABS(EXP(x))
exp,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	50	1507968321856080000000000000000000000	19 minutes, 35,637 seconds	0,2655078584396364 * PRODUCT(EXP(x), COS(0,270850755276796), LN(x))
exp,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	100	10	1783096313806480000000000000000000000	8 minutes, 22,497 seconds	1,0024330490583102 * SUM(TANH(390,7405594160661), EXP(x), MIN(x, -1,9710467210791456E17, x, 4,673603765699316E-6, -275796,88175389526, x), DIV(x, x), SUM(2,4931357266593095E-5, x, x, -8,243215325003431E-5, -6,960799178793953E11), DIV(0,010839410071207256, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	600	10	300	10	0,8005559868	5 minutes, 46,974 seconds	-0,029078668953865267 * SUBTRACT(MAX(24,788937256082427, x, x, -5,1248903037063144E-6), x, 76,99832888864498, x)
ln+cos,csv	0	0,15	5	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	0,8696394622	6 minutes, 43,480 seconds	0,02923114704358902 * SUM(SUBTRACT(x, 0,10549921329909404, x, 9,91181481307273E-5, -73,99415094527981), x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	100	50	0,8697042305	32 minutes, 43,032 seconds	0,029438585348047233 * ABS(SUM(53,76030204991553, -6,159493937618976E-9, x, -0,2636834880165111, -0,00256600800607165, -1,1282218065796582E-5, -9,11621029452067E-7, 19,62394479291536))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	800	50	300	10	0,869806703	10 minutes, 1,011 seconds	0,028748675287867648 * SUM(75,87016097841527, ABS(x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	50	300	10	0,8698401324	11 minutes, 6,704 seconds	0,014739109030228261 * SUM(x, ABS(-144,91730494668792), x)
ln+cos,csv	0	0,15	3	100	1	3	5	10	400	400	10000	100	50	800	10	300	10	0,869875753	4 minutes, 47,041 seconds	0,029443832922204025 * ABS(SUM(4,2738107967148566E-11, 51,06485830846199, 21,46332974067279, 0,0031138246026159886, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	50	0,8699008255	12 minutes, 27,935 seconds	-0,009912168922274329 * SUBTRACT(SUBTRACT(x, 0,003648651121357538, x, x, -1,2886918590165144E-5, 7,828195939406173E-5, 186,56025231190142, 28,568969526604604, 0,07003863419195637), x, x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	50	0,8699790305	9 minutes, 21,332 seconds	0,014860684831202384 * ABS(SUM(x, x, 143,00763884963828))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	800	50	300	10	0,8700061141	18 minutes, 47,671 seconds	0,02899643098016516 * SUM(74,26359978047448, MAX(-4,8537182127775264E8, x, x, x, x, x, x, x, -5,496006922096228E9))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	50	50	800	10	300	10	0,8705647851	2 minutes, 51,391 seconds	0,006043988581206451 * ABS(SUM(x, x, 348,50462470218554, x, x, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	50	300	10	0,8712972921	4 minutes, 6,432 seconds	0,02791641387017274 * ABS(SUM(97,73658814201235, x, -18,58831594006631))
ln+cos,csv	1	0,15	3	500	10	3	2	10	400	400	10000	100	50	800	10	300	10	0,8726971007	6 minutes, 52,877 seconds	0,006820835978239154 * ABS(SUM(x, 0,0015830648184723493, x, 1,3527191771642805E-6, 1,3148134963531253, x, x, 329,92509973962206))
ln+cos,csv	1	0,15	3	1000	10	3	2	10	400	400	10000	100	50	800	10	300	10	0,8827676243	5 minutes, 56,975 seconds	0,16212027869916024 * ABS(MIN(x, 25,157333682451196, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	200	400	10000	100	50	800	10	300	10	0,8831417798	8 minutes, 47,322 seconds	0,16406041309793576 * ABS(MIN(x, x, x, x, x, 24,799859303348605, x, x))
ln+cos,csv	0	0,15	3	1000	10	3	2	10	400	400	10000	100	50	800	10	300	10	0,8845636577	5 minutes, 29,388 seconds	0,1623186274192171 * MIN(1,6464286057111808E16, x, ABS(-25,50727679992488))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	100	50	0,8846345804	11 minutes, 23,229 seconds	0,1567276063274018 * ABS(MIN(x, x, x, x, 26,106224171566005))
ln+cos,csv	0	0,15	3	100	1	3	2	10	200	400	10000	100	50	800	10	300	10	0,8856442047	7 minutes, 20,072 seconds	0,16275643637129145 * ABS(MIN(x, 25,51745361734227, x, 2,2257067761677312E16))
ln+cos,csv	1	0,15	3	100	1	3	5	10	400	400	10000	100	50	800	10	300	10	0,8865897374	7 minutes, 45,513 seconds	0,16754893675704136 * ABS(MIN(8,632493232453441E10, x, 24,070832546849275, x, 4,763069371074207E10, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	600	400	10000	100	50	800	10	300	10	0,9488417482	6 minutes, 22,989 seconds	0,007660867454567431 * SUM(x, x, ABS(x), MIN(29,684061921516175, x, 2,8913674790313425E9), -3,6569681837241887E-4, 249,41835986919398, x)
ln+cos,csv	1	0,15	5	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	0,9696926994	6 minutes, 9,637 seconds	-0,014682814822126612 * SUBTRACT(ABS(-42,685200457772794), 0,16088425987328395, SUM(50,5317130962475, 138,27601737254616, 4,2562885734809253E-4, x), x)
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	50	50	800	10	300	10	0,969761233	3 minutes, 17,241 seconds	0,028902662597796946 * MAX(LESS_THAN(x, x), SUM(-26,278308624034057, x, 101,32216813255654))
ln+cos,csv	1	0,05	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	0,9699038547	7 minutes, 44,220 seconds	0,029073582553109517 * SUM(ABS(x), LESS_THAN(x, x), 74,01418480425338)
ln+cos,csv	0	1	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	0,9756436103	6 minutes, 19,388 seconds	0,008840869205845515 * SUM(LESS_THAN(x, x), SUM(x, x, x, 259,81769379428556))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	200	50	800	10	300	10	0,9800056706	13 minutes, 50,628 seconds	0,007905870509068963 * SUM(MAX(x, -1876754,9173492761, -19,99973012576004, x, x), 1600,4020312848447, 8,547749594630318, x, -1340,9820860592895, SIGN(-26,626190610819748), x, x)
ln+cos,csv	1	0,15	3	100	1	3	2	10	600	400	10000	100	50	800	10	300	10	1,0638407888	7 minutes, 50,990 seconds	0,00457418255088906 * SUM(x, ABS(x), SUM(0,16617170113562507, x, x, 516,7012671882187, x, -30,29751093067827, -0,03334345338977068, 3,053576255630807, x), MIN(285,80797522270655, x, 31,021347662751054, x, x, x, x, x))
ln+cos,csv	0	0,15	3	100	1	3	3	5	400	400	10000	100	50	800	10	300	10	1,0854086229	6 minutes, 31,115 seconds	0,024798173299644927 * SUM(ABS(6,692744876194106E-10), MAX(x, 0,8578377237689268, 0,12304559543547579, 0,751747472811678), MAX(x, x, 97,16590997600417))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	10	1,1681216069	13 minutes, 21,903 seconds	3,802466444598018 * LESS_THAN(5,347324099473082, ABS(x))
ln+cos,csv	0	0,15	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,1681223916	10 minutes, 6,249 seconds	3,8053707083892974 * LESS_THAN(SUBTRACT(x, x, x, x, x, 29,1944419356485, -56,936476186171035, x), x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	200	50	800	10	300	10	1,1681369553	15 minutes, 55,194 seconds	3,8080030189104423 * LESS_THAN(MIN(x, x, 726,3619325024433, x, 5,553921555544939, x, 75,6446576222325), x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	800	10	300	10	1,1681414244	14 minutes, 34,011 seconds	3,808526789251667 * SIGN(LESS_THAN(5,798458588925645, x))
ln+cos,csv	1	0,15	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,1682128489	5 minutes, 15,725 seconds	3,813661302087665 * ABS(LESS_THAN(5,3198325629202134, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	200	10000	100	50	800	10	300	10	1,1682898647	4 minutes, 47,857 seconds	3,81714571756201 * ABS(LESS_THAN(5,914321137159435, x))
ln+cos,csv	1	0,05	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,1682983268	7 minutes, 24,373 seconds	3,817474629676884 * LESS_THAN(SUBTRACT(x, x, -10,496607573853916, x), x)
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	50	1,1683566752	35 minutes, 51,143 seconds	3,819557055111539 * LESS_THAN(5,0863242965364055, ABS(x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	50	1,1685257063	11 minutes, 8,716 seconds	3,7730686508720446 * LESS_THAN(SUBTRACT(8,053455365670489E-4, -4,747094286532919, -0,0028267731647421673, x), -0,007538141690128217)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	600	50	300	10	1,1690014981	9 minutes, 7,952 seconds	3,834230264913362 * LESS_THAN(2,31219094816833E-4, SUM(5,019651600443145E-8, x, x, x, 84,23908788306252, -3,1695262185323677E-6, -101,54835202805899))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	100	10	1,2663521436	4 minutes, 30,360 seconds	-2,2758252569524866 * SUBTRACT(LESS_THAN(x, 17,250263472979768), SIGN(6,094778433250616), MIN(x, -0,20287092826488184, x), LESS_THAN(-0,001009693474589172, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	10	1,2681201206	11 minutes, 55,591 seconds	3,804166863694146 * LESS_THAN(ABS(-5,606968375010431), MAX(3,0857824379103977, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	800	10	300	10	1,2681450723	22 minutes, 59,448 seconds	3,7986379949009663 * LESS_THAN(SIGN(3724,449081680599), SUM(x, x, x, 13,977782627449713, x, -53,88003627348047, x, 6,256697035969223, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	0	400	10000	100	50	800	10	300	10	1,2681458389	17 minutes, 32,702 seconds	3,7985601100677178 * LESS_THAN(SUBTRACT(-7,598149300414073, x, x, -38,12656850373388, 0,002758489363141675, 0,2671982186423604), SUM(x, x, 0,007475997007915718, x, x, -0,6658337158154922))
ln+cos,csv	0	0,05	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,2681506473	11 minutes, 4,385 seconds	3,809457032809561 * LESS_THAN(LESS_THAN(6,374684537594584E-4, x), SUBTRACT(x, 4,6299092127130255))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	700	10000	100	50	800	10	300	10	1,2685533253	8 minutes, 26,612 seconds	3,782424167967328 * LESS_THAN(SUBTRACT(x, 29,236833412241367, 0,008358192411206777, -34,70689859074628, x, -0,025090430640286383), ABS(x))
ln+cos,csv	0	0,15	3	50	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,271643362	6 minutes, 42,777 seconds	0,054463169465998496 * ABS(MAX(x, x, x, x, 56,52722273350143, x))
ln+cos,csv	0	0,5	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,2716468775	4 minutes, 51,548 seconds	0,054184442095159435 * ABS(MAX(x, x, 56,79998213817167, -4210490,8549970165, x))
ln+cos,csv	1	0,15	3	100	1	3	3	5	400	400	10000	100	50	800	10	300	10	1,2720758029	5 minutes, 36,800 seconds	0,05361609368489456 * ABS(MAX(58,46603415843455, x, -1873756,3337608718))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	200	10000	100	50	800	10	300	10	1,2721708652	6 minutes, 0,445 seconds	0,053889459293525926 * ABS(MAX(x, x, x, x, x, x, 56,708942292113846))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	600	10	300	10	1,2953988359	7 minutes, 17,336 seconds	0,050783765443609956 * ABS(MAX(62,54830375250023, x, x, x, x, x, x, x, x))
ln+cos,csv	1	0,5	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,3155377797	8 minutes, 2,342 seconds	-1,390054426673915 * SUM(MAX(x, x, x, -70470,63166419364), SIGN(-3,7381600076947485), LESS_THAN(x, 28,07526552941924), SUBTRACT(x, x, x, 2,011269324681572, -0,10314746659153329))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	600	50	300	10	1,4576871285	5 minutes, 32,120 seconds	0,06290700650593771 * MAX(-1427207,369164244, x, MAX(0,23060130205068385, x, x, x, 49,25043957435271, x, -1059791,6854865486))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	100	50	800	10	300	10	1,4716682447	12 minutes, 35,785 seconds	0,054185818371711415 * MAX(MIN(x, x, x, x), LESS_THAN(x, x), MAX(0,006942320407713851, x, 0,0906143444127604, x, x, x, x, x), 56,402558308103494)
ln+cos,csv	1	1	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,4995693388	4 minutes, 32,574 seconds	3,681745861153324 * LESS_THAN(SIGN(x), x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	100	50	800	10	300	10	1,4995693905	5 minutes, 38,327 seconds	3,6819676262989827 * LESS_THAN(LESS_THAN(x, 3,7962625010306637E17), x)
ln+cos,csv	0	0,15	3	100	1	3	2	10	0	400	10000	100	50	800	10	300	10	1,5934207189	7 minutes, 0,451 seconds	3,6506384020444878 * SIGN(MAX(x, x, x, -2,3183262246390284E-4, -19,867222056484735, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	100	10	1,593420719	6 minutes, 47,078 seconds	3,6506479519919868 * SIGN(MIN(x, x, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	100	50	1,59342072	8 minutes, 32,449 seconds	2150,275266756462 * MIN(SIGN(1,3664527184338464E11), 2,6614546728203545E9, 0,001697768311777933)
ln+cos,csv	0	0,15	3	500	10	3	2	10	400	400	10000	100	50	800	10	300	10	1,5934207202	7 minutes, 30,407 seconds	0,5464091926240591 * ABS(SUBTRACT(x, 0,014870862739282245, x, -6,695942263267426))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,5934207213	4 minutes, 56,070 seconds	3,6506853997344333 * ABS(SIGN(x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	50	300	10	1,5934207325	9 minutes, 58,535 seconds	3,6505189891610623 * SIGN(SIGN(x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	700	10000	100	50	800	10	300	10	1,5934207491	7 minutes, 8,349 seconds	-3,650809470361539 * SIGN(MIN(7,770175584396021, x, 0,02528711957155716, x, 0,004868306171339953, -14246,054883169942))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,5934207527	8 minutes, 49,724 seconds	-3,6508195679061455 * SIGN(SUM(x, -11314,717840682424, x, x, x, 0,02936387810033576, 0,6164376602069199, x))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	100	10	1,593420777	8 minutes, 32,600 seconds	61,93179779568459 * ABS(MIN(x, -0,058942172515068364, x, x, -9,67158192401074E-6, x, 0,018367150527746165, x, x))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	100	50	1,5934207867	17 minutes, 55,948 seconds	3,6508961837962275 * ABS(SIGN(x))
ln+cos,csv	0	0,05	2	100	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,5934210465	6 minutes, 50,388 seconds	3,6500633638309523 * LESS_THAN(SUBTRACT(x, x), x)
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	50	50	800	10	300	10	1,5934210727	4 minutes, 21,047 seconds	-3,6500409235540836 * SIGN(SUBTRACT(x, -2,5840896355335386E-6, x, x, x, x, 5,068881096185349E-7))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	50	50	800	10	300	10	1,5934216011	3 minutes, 3,689 seconds	-3,6496965076433945 * SIGN(MIN(-55,5384565811774, x, x, x, x, -14646,642226922704, -619701,7451976687, 55,114411647988284))
ln+cos,csv	1	0,15	3	50	1	3	2	10	400	400	10000	100	50	800	10	300	10	1,5934218144	8 minutes, 43,437 seconds	3,6516824218253507 * SIGN(SUM(337,08637262689433, x, -0,006934601985948053, x, 1,5271216724103394E-8, x, x, x, -1,407938802885988E-6))
ln+cos,csv	0	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	10	100	10	1,5934234604	3 minutes, 18,983 seconds	3,6522915266248397 * SIGN(MAX(267,70674351440107, 43,24919078750488, x, x, x, 1,1840219341862579E-11, x))
ln+cos,csv	0	0,15	3	100	1	5	2	10	400	400	10000	100	50	800	10	300	10	1,7934207773	8 minutes, 47,140 seconds	3,6503940101909937 * SIGN(ABS(SIGN(SUM(7,296115707420917E10, x))))
ln+cos,csv	1	0,15	3	100	1	3	2	10	400	400	10000	100	50	800	50	300	10	1,8696853762	8 minutes, 19,568 seconds	-0,028947664297711645 * SUBTRACT(DIV(4,082642633612259, -0,05439152185447167), MAX(-6,0950668008236875, x, x, -0,31065341231458454, x, 0,06258399602060422, x), 0,003129911686366515)
ln+cos,csv	1	0,15	3	100	1	5	2	10	400	400	10000	100	50	800	10	300	10	2,0567238602	9 minutes, 35,948 seconds	0,03150046830377403 * SUBTRACT(x, ABS(PRODUCT(SIGN(x), x, LESS_THAN(x, 10,298897071677288))), 268,0380920169671, -333,3674073740389)
sqrt,csv	0	0,15	3	100	1	3	2	10	400	400	10000000000000000000000000000000000000000	200	50	600	10	300	10	0,4665437308	9 minutes, 3,593 seconds	0,08063622901201206 * ABS(SUM(-3,614901280094738, -2,6228065660153827E-4, 41,39634138733079, 0,0023654439684199606, -5,3220773307700995, x, -0,015315425923441546))
